kind,judge_id,judge_name,corps_key,corps_name,caption,division,n,mean_residual,raw_mean_residual,shrinkage_mean_residual,se,ci95_low,ci95_high,mean_abs_residual,positive_pct,z,seasons
judge_corps_caption,w-chumley-1,William Chumley,001j000000iwxa7aal,Pacific Crest,VA,World Class,6,0.3138,0.375,0.1345,0.0727,0.1714,0.4562,0.3138,1,4.3189,"2017,2018,2019,2023,2025"
judge_corps_caption,j-gilley-1,Jackie Gilley,001j000000iwxaeaa1,The Academy,GE1,World Class,5,-0.3493,-0.2368,-0.1344,0.2137,-0.7681,0.0695,0.3493,0,-1.6348,"2014,2019,2023,2024,2025"
judge_corps_caption,g-markham-1,Garland Markham,001j000000iwx9aaat,Crossmen,MA,World Class,8,0.2689,0.5252,0.1344,0.1185,0.0366,0.5012,0.3354,0.875,2.2685,"2014,2016,2017,2019"
judge_corps_caption,m-griffin-1,Marty Griffin,001j000000i6i9saav,Blue Devils,MP,World Class,28,0.1727,0.4273,0.1343,0.1397,-0.1012,0.4466,0.5033,0.8571,1.2359,"2013,2014,2015,2017,2018,2022,2023,2025"
judge_corps_caption,m-thompson-1,Michael Thompson,001j000000iwxakaa1,Vanguard Cadets,CG,Open Class,7,0.2877,0.7966,0.1343,0.2526,-0.2073,0.7828,0.5884,0.7143,1.1392,"2013,2016,2017"
judge_corps_caption,f-miller-1,Frank Miller,001j000000iwx9aaat,Crossmen,VA,World Class,7,-0.2877,-0.0433,-0.1343,0.399,-1.0698,0.4944,0.6085,0.5714,-0.721,"2013,2015,2016"
judge_corps_caption,w-chumley-1,William Chumley,001j000000iwxadaa1,Spirit of Atlanta,VP,World Class,5,0.3493,0.2583,0.1343,0.1432,0.0687,0.6299,0.3493,1,2.4396,"2014,2017,2018,2023"
judge_corps_caption,j-howell-1,John Howell,001j000000iwxa3aal,Mandarins,GE1,World Class,15,0.2058,0.2131,0.1342,0.1694,-0.1262,0.5378,0.4976,0.6667,1.2148,"2015,2016,2017,2018,2019,2023,2024,2025"
judge_corps_caption,r-greenwell-1,Randy Greenwell,001j000000iwxacaa1,Spartans,MA,Open Class,6,-0.3128,-0.1007,-0.1341,0.1172,-0.5425,-0.0832,0.3151,0.1667,-2.6697,"2013,2015,2016,2018,2022"
judge_corps_caption,b-fabrizio-1,Beth Fabrizio,001j000000iwxaaaa1,Raiders,MB,Open Class,9,-0.2534,0.131,-0.1341,0.1917,-0.6291,0.1224,0.3569,0.5556,-1.3215,"2014,2019,2022,2023,2024"
judge_corps_caption,h-nguyen-1,Hieu Nguyen,001j000000iwx9waad,Jersey Surf,CG,World Class,19,-0.1905,-0.0428,-0.1341,0.2052,-0.5928,0.2118,0.6277,0.6316,-0.9282,"2015,2016,2017,2018,2019,2022"
judge_corps_caption,m-hoskins-1,Mark Hoskins,001j000000qzs1qaaf,River City Rhythm,MB,Open Class,10,-0.2415,0.1203,-0.1341,0.5794,-1.377,0.8941,1.4338,0.5,-0.4168,"2015,2016,2017,2019,2022,2024"
judge_corps_caption,k-young-1,Kyle Young,001j000000iwx98aad,Colts,MA,World Class,11,-0.2317,-0.2548,-0.1341,0.4402,-1.0944,0.631,0.7752,0.7273,-0.5264,"2019,2022,2023,2024,2025"
judge_corps_caption,r-greenwell-1,Randy Greenwell,001j000000iwx97aad,Colt Cadets,GE2,Open Class,6,0.3126,0.3606,0.134,0.2492,-0.1758,0.801,0.5833,0.8333,1.2544,"2013,2014,2019"
judge_corps_caption,j-pipitone-1,JJ Pipitone,001j000000iwwsraal,Bluecoats,MP,World Class,5,0.3478,0.5207,0.1338,0.1612,0.0319,0.6637,0.4503,0.8,2.1581,"2013,2015"
judge_corps_caption,a-cook-1,Andrew Cook,001j000000iwx98aad,Colts,MA,World Class,6,-0.3122,-0.6016,-0.1338,0.8954,-2.0672,1.4428,1.2501,0.8333,-0.3487,"2013,2015,2017,2018,2022,2024"
judge_corps_caption,t-fox-1,Todd Fox,001j000000iwx9paad,Gold,MA,Open Class,8,0.2676,0.7907,0.1338,0.2342,-0.1914,0.7265,0.4948,0.5,1.1427,"2015,2024,2025"
judge_corps_caption,l-carlson-1,Lee Carlson,001j000000iwx9waad,Jersey Surf,GE1,World Class,5,0.3471,0.7062,0.1335,0.1534,0.0464,0.6477,0.356,0.8,2.2624,"2015,2016"
judge_corps_caption,d-torchia-1,Debbie Torchia,001j000000iwxafaa1,The Cavaliers,CG,World Class,11,-0.2305,-0.3541,-0.1334,0.5345,-1.2782,0.8172,0.8176,0.7273,-0.4312,"2013,2014,2015,2016,2017,2018,2025"
judge_corps_caption,t-fox-1,Todd Fox,001j000000iwxa3aal,Mandarins,MP,World Class,7,0.2859,0.6825,0.1334,0.1546,-0.0171,0.5889,0.3321,0.7143,1.8492,"2013,2014,2016,2022"
judge_corps_caption,a-lo-1,Albert Lo,001j000000iwxajaa1,Troopers,MB,World Class,8,-0.2665,-0.1236,-0.1333,0.6648,-1.5696,1.0366,0.9424,0.75,-0.4009,"2013,2014,2015,2018"
judge_corps_caption,h-nguyen-1,Hieu Nguyen,001j000000iwwsraal,Bluecoats,CG,World Class,17,-0.1961,-0.041,-0.1333,0.196,-0.5802,0.188,0.4954,0.7059,-1.0006,"2014,2016,2017,2018,2019,2022,2024"
judge_corps_caption,j-gilley-1,Jackie Gilley,001j000000iwxa5aal,Music City,CG,Open Class,5,0.3464,0.5477,0.1332,0.3175,-0.2758,0.9687,0.5518,0.6,1.0912,"2013,2015,2017,2023,2024"
judge_corps_caption,a-dunn-1,Al Dunn,001j000000iwxajaa1,Troopers,MP,World Class,11,-0.2301,-0.0414,-0.1332,0.4175,-1.0483,0.5882,0.7054,0.5455,-0.5511,"2014,2015,2016,2017,2019"
judge_corps_caption,w-dillon-1,Wayne Dillon,001j000000iwwssaal,Boston Crusaders,MB,World Class,11,0.2299,0.2292,0.1331,0.3013,-0.3607,0.8205,0.8404,0.8182,0.7628,"2013,2014,2015,2016,2017,2018,2019,2024"
judge_corps_caption,c-raichle-1,Chris Raichle,001j000000i6kfgaan,The Cadets,VA,World Class,6,0.3105,0.4095,0.1331,0.0417,0.2287,0.3922,0.3105,1,7.4412,"2015,2016,2017,2018,2019"
judge_corps_caption,j-bell-1,John Bell,001j000000iwxa7aal,Pacific Crest,MB,World Class,6,0.31,0.5877,0.1329,0.2062,-0.0942,0.7142,0.4356,0.8333,1.5032,"2013,2015,2016,2017"
judge_corps_caption,c-costanza-1,Curtis Costanza,001j000000iwwsoaal,Blue Knights,VP,World Class,6,-0.3098,-0.4048,-0.1328,0.3655,-1.0261,0.4066,0.7063,0.3333,-0.8476,"2018,2019,2022,2023"
judge_corps_caption,j-howell-1,John Howell,001j000000iwxafaa1,The Cavaliers,GE1,World Class,18,0.1917,0.1573,0.1327,0.1508,-0.104,0.4873,0.4902,0.8333,1.2705,"2014,2015,2016,2017,2018,2019,2023,2024,2025"
judge_corps_caption,t-slaughter-1,Tom Slaughter,001j000000iwx9aaat,Crossmen,VA,World Class,7,0.2843,0.6211,0.1327,0.0941,0.0999,0.4687,0.3069,0.8571,3.0217,"2022,2023,2025"
judge_corps_caption,d-carbone-1,Dave Carbone,001j000000i6i9saav,Blue Devils,MP,World Class,7,-0.2842,-0.3142,-0.1326,0.6376,-1.5339,0.9656,1.0003,0.7143,-0.4456,"2013,2014,2016,2019,2024"
judge_corps_caption,j-prosperie-1,Jeff Prosperie,001j000000iwxadaa1,Spirit of Atlanta,MP,World Class,24,-0.1768,-0.041,-0.1326,0.1895,-0.5483,0.1946,0.6303,0.5,-0.9331,"2013,2014,2015,2016,2017,2018,2019,2024,2025"
judge_corps_caption,k-young-1,Kyle Young,001j000000iwx93aad,Seattle Cascades,MA,World Class,5,0.3446,0.3103,0.1326,0.3829,-0.4058,1.095,0.5438,0.4,0.9002,"2023,2024,2025"
judge_corps_caption,d-torchia-1,Debbie Torchia,001j000000h3xwcaav,Santa Clara Vanguard,VA,World Class,13,0.214,0.326,0.1325,0.0887,0.0401,0.3878,0.3093,0.7692,2.4127,"2013,2014,2015,2016,2017,2018,2025"
judge_corps_caption,t-hall-1,Troy Hall,001j000000iwxa7aal,Pacific Crest,MP,World Class,8,-0.265,0.2769,-0.1325,0.1924,-0.6421,0.1121,0.5326,0.25,-1.3773,"2015,2016,2017,2018,2019,2022,2023"
judge_corps_caption,c-rothe-1,Caleb Rothe,001j000000iwx93aad,Seattle Cascades,GE2,World Class,9,-0.2503,-0.1339,-0.1325,0.2534,-0.7471,0.2464,0.4834,0.3333,-0.9878,"2016,2018,2023,2024,2025"
judge_corps_caption,r-solomon-1,Robert Solomon,001j000000iwx97aad,Colt Cadets,VP,Open Class,5,0.3442,-0.0627,0.1324,0.4147,-0.4686,1.157,0.8132,0.8,0.8299,"2015,2016,2019,2022"
judge_corps_caption,k-kuhn-1,Kim Kuhn,001j000000iwxa1aal,Les Stentors,VP,Open Class,7,-0.2838,-0.1995,-0.1324,0.1916,-0.6594,0.0917,0.394,0.4286,-1.4812,"2016,2017,2019,2023"
judge_corps_caption,c-rothe-1,Caleb Rothe,001j000000iwx9aaat,Crossmen,MP,World Class,6,0.3085,0.1206,0.1322,0.1525,0.0096,0.6075,0.4135,0.8333,2.0229,"2013,2014,2015"
judge_corps_caption,k-miller-1,Kyle Miller,001j000000iwxajaa1,Troopers,VP,World Class,9,-0.2497,-0.2673,-0.1322,0.468,-1.167,0.6675,0.9249,0.6667,-0.5336,"2013,2015,2017,2018,2019,2022,2023"
judge_corps_caption,c-nelson-1,Carl Nelson,001j000000iwx9paad,Gold,VP,Open Class,20,-0.1849,0.0432,-0.1321,0.3719,-0.9139,0.544,1.148,0.55,-0.4972,"2013,2014,2016,2017,2019,2022,2023,2024"
judge_corps_caption,j-harper-1,Jeff Harper,001j000000i6kfgaan,The Cadets,GE2,World Class,7,0.283,0.1146,0.1321,0.1628,-0.0361,0.6021,0.452,0.8571,1.7385,"2013,2014,2016,2018,2023"
judge_corps_caption,g-fugett-1,Glenn Fugett,001j000000iwxa1aal,Les Stentors,GE2,Open Class,7,0.283,-0.3582,0.1321,0.2827,-0.2711,0.8371,0.6158,0.7143,1.001,"2014,2016,2023,2024,2025"
judge_corps_caption,t-wemhoff-1,Ted Wemhoff,001j000000iwxaaaa1,Raiders,GE1,Open Class,5,0.3432,0.4908,0.132,0.3746,-0.3911,1.0775,0.6611,0.6,0.9161,"2018,2019,2022,2024"
judge_corps_caption,k-giese-1,Ken Giese,001j000000iwx9waad,Jersey Surf,VA,World Class,13,0.2131,0.4222,0.1319,0.2728,-0.3216,0.7479,0.7889,0.6923,0.7813,"2013,2014,2016,2017,2018,2019"
judge_corps_caption,d-davis-1,Darrin Davis,001j000000iwxa7aal,Pacific Crest,GE2,World Class,14,-0.2072,-0.3189,-0.1318,0.2891,-0.7737,0.3594,0.5595,0.4286,-0.7168,"2013,2014,2015,2016,2017,2023,2024"
judge_corps_caption,w-rickart-1,Warren Rickart,001j000000iwx9aaat,Crossmen,CG,World Class,5,-0.3427,0.0506,-0.1318,0.4215,-1.1689,0.4834,0.618,0.6,-0.8132,"2019,2024"
judge_corps_caption,n-jones-1,Nola Jones,001j000000h3xwcaav,Santa Clara Vanguard,MB,World Class,5,-0.3425,-1.4349,-0.1317,1.1036,-2.5055,1.8206,1.9723,0.6,-0.3103,"2013,2015,2019,2025"
judge_corps_caption,c-armbruster-1,Chad Armbruster,001j000000iwxaeaa1,The Academy,MB,World Class,5,0.3421,0.176,0.1316,0.1996,-0.0492,0.7334,0.4355,0.8,1.7137,"2016,2017,2019,2024"
judge_corps_caption,k-shuttlesworth-1,Kim Shuttlesworth,001j000000i6lenaa3,Madison Scouts,MB,World Class,6,0.3071,0.5665,0.1316,0.181,-0.0477,0.662,0.3896,0.8333,1.6964,"2019,2022,2024,2025"
judge_corps_caption,m-czapinksi-1,Marie Czapinksi,001j000000i6kfgaan,The Cadets,GE1,World Class,8,0.263,-0.2979,0.1315,0.6503,-1.0117,1.5377,1.3182,0.875,0.4044,"2013,2014,2015"
judge_corps_caption,p-mcgarr-1,Paul McGarr,001j000000iwxajaa1,Troopers,MB,World Class,21,0.1814,0.1794,0.1314,0.0864,0.0122,0.3507,0.3567,0.7143,2.1008,"2013,2014,2015,2016,2017,2018,2019,2023,2025"
judge_corps_caption,j-wilson-1,Jeff Wilson,001j000000iwwsoaal,Blue Knights,MP,World Class,10,-0.2365,-0.4826,-0.1314,0.4965,-1.2096,0.7365,1.2498,0.6,-0.4765,"2015,2017,2018,2022,2024,2025"
judge_corps_caption,k-weirich-1,Kyle Weirich,001j000000iwxaaaa1,Raiders,MA,Open Class,6,0.3067,0.9575,0.1314,0.0842,0.1416,0.4717,0.3184,0.8333,3.6424,"2016,2019,2022"
judge_corps_caption,r-greenwell-1,Randy Greenwell,001j000000iwxafaa1,The Cavaliers,MA,World Class,11,-0.2268,-0.1754,-0.1313,0.5131,-1.2324,0.7789,0.8609,0.8182,-0.442,"2014,2015,2016,2018,2019,2022"
judge_corps_caption,k-giese-1,Ken Giese,001j000000iwwsqaal,Blue Stars,GE1,World Class,5,0.3414,0.4524,0.1313,0.543,-0.723,1.4057,1.0478,0.6,0.6286,"2018,2019,2022"
judge_corps_caption,e-martinez-1,Ed Martinez,001j000000iwx9paad,Gold,VA,Open Class,6,-0.3062,0.2044,-0.1312,0.7885,-1.8517,1.2393,1.1959,0.5,-0.3883,"2018,2019,2022,2023"
judge_corps_caption,k-miller-1,Kyle Miller,001j000000iwxa8aal,Pioneer,VP,World Class,7,0.2809,0.2216,0.1311,0.371,-0.4462,1.0081,0.8021,0.7143,0.7572,"2013,2015,2016,2017"
judge_corps_caption,g-fugett-1,Glenn Fugett,001j000000i6kfgaan,The Cadets,MP,World Class,8,-0.2621,-0.731,-0.1311,0.5885,-1.4155,0.8913,1.3756,0.625,-0.4454,"2013,2014,2015,2016,2018,2019"
judge_corps_caption,b-fabrizio-1,Beth Fabrizio,001j000000iwxa0aal,Legends,GE2,Open Class,6,0.3056,0.8343,0.131,0.2624,-0.2087,0.82,0.5375,0.5,1.1646,"2016,2018,2019"
judge_corps_caption,j-barton-1,Jen Barton,001j000000iwx9oaad,Genesis,CG,World Class,5,0.3407,0.6379,0.131,0.3046,-0.2564,0.9378,0.6772,0.8,1.1183,"2024,2025"
judge_corps_caption,k-weirich-1,Kyle Weirich,001j000000iwwsqaal,Blue Stars,MB,World Class,5,0.3402,-0.7163,0.1309,0.8627,-1.3505,2.031,1.5433,0.8,0.3944,"2014,2015,2017,2022,2024"
judge_corps_caption,n-jones-1,Nola Jones,001j000000iwxa0aal,Legends,GE2,Open Class,9,-0.2462,-0.1817,-0.1304,0.2515,-0.7392,0.2467,0.6582,0.3333,-0.9791,"2013,2015,2016,2017,2018"
judge_corps_caption,r-greenwell-1,Randy Greenwell,001j000000i6lenaa3,Madison Scouts,MA,World Class,7,0.2795,0.3078,0.1304,0.0797,0.1232,0.4358,0.2795,1,3.5052,"2015,2016,2019,2022"
judge_corps_caption,t-dempsey-1,Tyler Dempsey,001j000000iwx9aaat,Crossmen,MP,World Class,5,-0.339,-0.1562,-0.1304,0.4032,-1.1292,0.4513,0.6798,0.4,-0.8407,"2018,2022,2023"
judge_corps_caption,p-hinman-1,Paul Hinman,001j000000iwx98aad,Colts,GE2,World Class,5,0.3386,0.7763,0.1302,0.1023,0.1381,0.5391,0.3395,0.8,3.3095,"2013,2014,2016,2017"
judge_corps_caption,c-nelson-1,Carl Nelson,001j000000i6jmbaaf,Blue Devils B,VP,Open Class,19,-0.185,0.0322,-0.1302,0.5287,-1.2213,0.8513,1.4262,0.7368,-0.3499,"2013,2014,2016,2017,2019,2022,2023,2024"
judge_corps_caption,a-cook-1,Andrew Cook,001j000000iwxadaa1,Spirit of Atlanta,MB,World Class,11,0.2248,0.1053,0.1302,0.2127,-0.192,0.6417,0.6185,0.8182,1.0571,"2013,2014,2015,2016,2018,2019,2024"
judge_corps_caption,j-howell-1,John Howell,001j000000iwxafaa1,The Cavaliers,CG,World Class,6,0.3037,0.3051,0.1302,0.0403,0.2247,0.3828,0.3037,1,7.5284,"2013,2014,2015,2018,2019,2023"
judge_corps_caption,m-turner-1,Michael Turner,001j000000iwxa7aal,Pacific Crest,GE1,World Class,7,-0.2791,-0.2319,-0.1302,0.3955,-1.0542,0.4961,0.7574,0.5714,-0.7057,"2013,2014,2015,2017,2018,2023"
judge_corps_caption,j-rhodes-1,Jodie Rhodes,001j000000i6i9saav,Blue Devils,GE2,World Class,9,0.246,0.6337,0.1302,0.1373,-0.023,0.515,0.3265,0.6667,1.7923,"2022,2023,2024,2025"
judge_corps_caption,a-kristensen-1,Allan Kristensen,001j000000iwxa7aal,Pacific Crest,MA,World Class,6,-0.3037,-0.6879,-0.1301,0.6881,-1.6523,1.0449,1.4617,0.5,-0.4414,"2014,2016,2019,2023"
judge_corps_caption,r-solomon-1,Robert Solomon,001j000000iwxa7aal,Pacific Crest,VA,World Class,5,-0.3384,-0.2457,-0.1301,0.4139,-1.1497,0.4729,0.7122,0.4,-0.8175,"2015,2016,2017,2023,2025"
judge_corps_caption,m-mullinix-1,Max Mullinix,001j000000iwx9aaat,Crossmen,MP,World Class,5,0.3381,0.451,0.13,0.1645,0.0156,0.6606,0.3701,0.8,2.0546,"2013,2014,2015"
judge_corps_caption,g-howarth-1,Gifford Howarth,001j000000iwxa6aal,Oregon Crusaders,MP,World Class,9,0.2453,0.4291,0.1299,0.3159,-0.3738,0.8645,0.7952,0.7778,0.7767,"2013,2014,2015,2016,2017,2018"
judge_corps_caption,j-harper-1,Jeff Harper,001j000000iwxaeaa1,The Academy,MB,World Class,8,-0.2596,-0.3623,-0.1298,0.363,-0.9711,0.4519,0.8123,0.625,-0.7152,"2013,2014,2016,2017,2019"
judge_corps_caption,b-kuhn-1,Blair Kuhn,001j000000iwxaeaa1,The Academy,GE1,World Class,6,0.3025,0.5318,0.1296,0.152,0.0046,0.6004,0.3578,0.6667,1.9901,"2016,2017,2019,2022"
judge_corps_caption,j-prosperie-1,Jeff Prosperie,001j000000iwxa5aal,Music City,MP,Open Class,14,-0.2035,-0.1685,-0.1295,0.2584,-0.7099,0.303,0.5216,0.5,-0.7874,"2014,2016,2018,2019,2024,2025"
judge_corps_caption,j-kennedy-1,Jay Kennedy,001j000000iwxaeaa1,The Academy,GE2,World Class,9,-0.2444,-0.4266,-0.1294,0.4782,-1.1816,0.6929,1.0016,0.6667,-0.5111,"2014,2016,2017,2018,2019,2022,2025"
judge_corps_caption,a-dunn-1,Al Dunn,001j000000iwxa7aal,Pacific Crest,MP,World Class,11,0.2234,0.42,0.1293,0.1339,-0.0391,0.4858,0.4045,0.7273,1.6679,"2013,2014,2015,2016,2017,2019"
judge_corps_caption,w-dillon-1,Wayne Dillon,001j000000iwx9aaat,Crossmen,MB,World Class,10,0.2328,0.2078,0.1293,0.3875,-0.5268,0.9923,0.9035,0.8,0.6007,"2013,2014,2015,2016,2017,2019,2024"
judge_corps_caption,n-jones-1,Nola Jones,001j000000iwxa7aal,Pacific Crest,MA,World Class,10,-0.2327,-0.7385,-0.1293,0.4325,-1.0804,0.615,0.9729,0.6,-0.5381,"2014,2015,2016,2018,2019,2022,2023"
judge_corps_caption,j-rhodes-1,Jodie Rhodes,001j000000i6kfgaan,The Cadets,GE2,World Class,5,0.3361,0.7099,0.1293,0.1146,0.1115,0.5608,0.3361,1,2.9324,"2022,2023"
judge_corps_caption,m-mcgahey-1,Mark McGahey,001j000000iwwsoaal,Blue Knights,MA,World Class,6,-0.3015,-0.481,-0.1292,0.7049,-1.683,1.08,1.3361,0.6667,-0.4278,"2014,2015,2016,2017"
judge_corps_caption,p-mcgarr-1,Paul McGarr,001j000000iwx9uaad,Impulse,MB,Open Class,7,0.2769,0.1622,0.1292,0.5596,-0.8199,1.3736,1.2444,0.7143,0.4948,"2015,2016,2017,2019"
judge_corps_caption,m-leitzke-1,Mike Leitzke,001j000000i6kfgaan,The Cadets,MP,World Class,18,0.1865,-0.0095,0.1291,0.2651,-0.3332,0.7062,0.6643,0.8889,0.7034,"2015,2016,2017,2018,2019,2022,2023"
judge_corps_caption,m-hoskins-1,Mark Hoskins,001j000000iwxa5aal,Music City,MB,Open Class,20,0.1804,0.3898,0.1289,0.1857,-0.1836,0.5444,0.5517,0.85,0.9715,"2015,2017,2019,2022,2023,2024,2025"
judge_corps_caption,d-thomas-1,Durand Thomas,001j000000iwxajaa1,Troopers,MB,World Class,5,0.3351,0.6555,0.1289,0.527,-0.6978,1.368,1.0206,0.8,0.6358,"2022,2023,2024"
judge_corps_caption,b-fabrizio-1,Beth Fabrizio,001j000000iwx97aad,Colt Cadets,MB,Open Class,11,0.2225,0.5694,0.1288,0.2805,-0.3272,0.7722,0.6741,0.7273,0.7934,"2013,2014,2017,2019,2022,2023,2024,2025"
judge_corps_caption,m-mcgahey-1,Mark McGahey,001j000000iwx91aad,Carolina Crown,GE2,World Class,9,-0.2432,-0.3012,-0.1288,0.5855,-1.3908,0.9043,0.8377,0.8889,-0.4155,"2014,2017,2018,2019,2023"
judge_corps_caption,j-sturgeon-1,Jim Sturgeon,001j000000iwx98aad,Colts,GE1,World Class,5,0.3349,0.2348,0.1288,0.4419,-0.5313,1.2011,0.8747,0.8,0.7578,"2017,2022"
judge_corps_caption,t-slaughter-1,Tom Slaughter,001j000000iwxa7aal,Pacific Crest,VA,World Class,8,0.2576,0.6291,0.1288,0.1538,-0.0437,0.559,0.3748,0.625,1.6755,"2022,2023,2024,2025"
judge_corps_caption,c-moss-1,Chris Moss,001j000000iwwsraal,Bluecoats,VP,World Class,19,0.1829,0.3859,0.1287,0.0714,0.0429,0.3229,0.2852,0.8947,2.5605,"2015,2016,2018,2019,2022,2024,2025"
judge_corps_caption,r-saucedo-1,Richard Saucedo,001j000000iwxaaaa1,Raiders,GE2,Open Class,5,0.3347,0.5007,0.1287,0.1606,0.0199,0.6496,0.3347,1,2.0839,"2017,2019"
judge_corps_caption,m-stone-1,Michael Stone,001j000000iwxa7aal,Pacific Crest,GE1,World Class,22,0.1754,0.0072,0.1286,0.3025,-0.4174,0.7682,0.8429,0.8636,0.58,"2013,2014,2015,2016,2017,2018,2019,2022"
judge_corps_caption,b-fabrizio-1,Beth Fabrizio,001j000000iwxa0aal,Legends,MA,Open Class,8,0.2573,0.89,0.1286,0.3407,-0.4105,0.9251,0.689,0.375,0.7551,"2013,2014,2016,2018"
judge_corps_caption,r-kemp-1,Richard Kemp,001j000000iwxa3aal,Mandarins,GE1,World Class,10,0.2315,0.099,0.1286,0.2044,-0.1691,0.6322,0.5334,0.6,1.1326,"2013,2014,2015,2016,2017"
judge_corps_caption,j-bell-1,John Bell,001j000000iwx98aad,Colts,GE2,World Class,16,-0.1927,-0.032,-0.1285,0.3674,-0.9129,0.5274,0.7224,0.625,-0.5246,"2013,2015,2016,2018,2019,2022"
judge_corps_caption,k-giese-1,Ken Giese,001j000000iwwsqaal,Blue Stars,VA,World Class,30,0.1628,0.3908,0.1285,0.171,-0.1724,0.498,0.7365,0.7,0.9518,"2013,2014,2015,2016,2017,2018,2019,2022"
judge_corps_caption,k-weirich-1,Kyle Weirich,001j000000iwxabaa1,Southwind,MA,Open Class,8,-0.2569,0.4687,-0.1285,0.181,-0.6116,0.0978,0.446,0.25,-1.4197,"2018,2019,2022"
judge_corps_caption,p-furnari-1,Peter Furnari,001j000000iwx9aaat,Crossmen,MP,World Class,11,0.2217,0.4001,0.1283,0.1394,-0.0515,0.4949,0.4405,0.7273,1.5902,"2013,2014,2016,2017,2024"
judge_corps_caption,c-romanowski-1,Chris Romanowski,001j000000iwwsraal,Bluecoats,MA,World Class,13,0.2072,0.3489,0.1283,0.0689,0.0722,0.3421,0.2338,0.7692,3.0089,"2018,2019,2023,2024,2025"
judge_corps_caption,c-costanza-1,Curtis Costanza,001j000000iwx97aad,Colt Cadets,GE1,Open Class,13,-0.2068,0.3336,-0.128,0.2453,-0.6877,0.2741,0.7198,0.4615,-0.8429,"2013,2014,2015,2016,2023,2024,2025"
judge_corps_caption,d-deems-1,Don Deems,001j000000iwxa5aal,Music City,CG,Open Class,8,0.256,0.8091,0.128,0.2557,-0.2452,0.7572,0.6112,0.5,1.0012,"2014,2015,2017,2019,2022,2024"
judge_corps_caption,n-jones-1,Nola Jones,001j000000iwx99aad,Columbians,GE2,Open Class,7,-0.2743,-0.0719,-0.128,0.4453,-1.1471,0.5986,0.6596,0.5714,-0.6158,"2017,2022,2024,2025"
judge_corps_caption,h-nguyen-1,Hieu Nguyen,001j000000iwx9oaad,Genesis,VP,World Class,5,-0.3329,-0.1593,-0.128,0.2238,-0.7715,0.1057,0.4152,0.2,-1.4878,"2017,2018,2023,2025"
judge_corps_caption,k-miller-1,Kyle Miller,001j000000i6lenaa3,Madison Scouts,VP,World Class,12,-0.2131,-0.2582,-0.1279,0.2443,-0.6919,0.2657,0.5998,0.4167,-0.8724,"2013,2015,2017,2019,2022,2023,2024,2025"
judge_corps_caption,g-howarth-1,Gifford Howarth,001j000000h3xwcaav,Santa Clara Vanguard,MP,World Class,10,0.2302,0.4494,0.1279,0.0625,0.1077,0.3528,0.2302,1,3.6828,"2013,2014,2015,2016,2017,2018,2024,2025"
judge_corps_caption,m-anderson-1,Mike Anderson,001j000000iwx9waad,Jersey Surf,GE1,World Class,5,-0.3323,0.0033,-0.1278,0.2227,-0.7687,0.1041,0.3677,0.2,-1.4923,"2014,2015,2019"
judge_corps_caption,b-mascaro-1,Bret Mascaro,001j000000iwx9oaad,Genesis,VA,Open Class,5,-0.332,-0.269,-0.1277,0.5816,-1.4719,0.8079,0.912,0.2,-0.5709,"2013,2016,2017,2023"
judge_corps_caption,b-jones-1,Bruce Jones,001j000000h3xwcaav,Santa Clara Vanguard,VP,World Class,11,0.2204,0.4686,0.1276,0.1236,-0.0219,0.4627,0.3721,0.7273,1.7825,"2013,2014,2015,2016,2019,2025"
judge_corps_caption,k-giese-1,Ken Giese,001j000000iwxafaa1,The Cavaliers,VA,World Class,25,-0.1683,0.0452,-0.1275,0.2576,-0.6732,0.3366,0.7428,0.64,-0.6534,"2013,2014,2015,2016,2017,2018,2019"
judge_corps_caption,t-fox-1,Todd Fox,001j000000iwxa5aal,Music City,MP,Open Class,10,-0.2296,0.0801,-0.1275,0.2129,-0.6469,0.1877,0.3878,0.4,-1.0784,"2014,2016,2017,2019,2022"
judge_corps_caption,p-furnari-1,Peter Furnari,001j000000iwx98aad,Colts,MP,World Class,12,0.2124,0.4035,0.1275,0.1969,-0.1734,0.5983,0.5917,0.75,1.0791,"2014,2015,2016,2017,2019,2024,2025"
judge_corps_caption,p-mcgarr-1,Paul McGarr,001j000000h3xrnaav,Phantom Regiment,MB,World Class,25,-0.1682,-0.1978,-0.1274,0.2833,-0.7235,0.3872,0.6462,0.76,-0.5935,"2013,2014,2015,2016,2017,2018,2019,2023,2024,2025"
judge_corps_caption,m-mcgahey-1,Mark McGahey,001j000000iwwsraal,Bluecoats,MB,World Class,6,0.2972,-0.1244,0.1274,0.3659,-0.4199,1.0143,0.7854,0.8333,0.8123,"2013,2014,2015,2016,2023"
judge_corps_caption,c-nelson-1,Carl Nelson,001j000000iwxaaaa1,Raiders,VP,Open Class,9,-0.2406,-0.0013,-0.1274,0.3149,-0.8579,0.3766,0.7059,0.4444,-0.764,"2014,2016,2017,2019,2024"
judge_corps_caption,m-gray-1,Michael Gray,001j000000iwxajaa1,Troopers,GE1,World Class,9,0.2406,0.3476,0.1274,0.1765,-0.1053,0.5864,0.4665,0.7778,1.3632,"2016,2017,2018,2019,2024"
judge_corps_caption,k-young-1,Kyle Young,001j000000iwx9oaad,Genesis,MA,World Class,6,0.2971,0.3022,0.1273,0.0529,0.1935,0.4007,0.2971,1,5.6192,"2023,2024,2025"
